uid	name	regulation	correct.pred	incorrect.pred	score	total.reachable	significant.reachable	total.ambiguous	significant.ambiguous	unknow	quaternary.pval	ternary.pval	enrichment.pval	quaternary.qval	ternary.qval	enrichment.qval
1971	IQGAP2	up	0	0	0	109	1	81	1	7699	0.712936978682039	0.959850030926668	0.746445829154739	0.992206654263595	0.999625963421375	0.906766605426494
1971	IQGAP2	down	0	0	0	109	1	81	1	7699	0.555721118875968	0.755589112601921	0.746445829154739	0.990023878782897	0.999524896908655	0.906766605426494
1973	RASA1	up	0	1	-1	74	2	36	1	7734	0.964723685481015	0.997964605390482	0.234234282425312	0.99422892918117	0.999640243603433	0.753204719989853
1973	RASA1	down	1	0	1	74	2	36	1	7734	0.0707258914049856	0.054632807702514	0.234234282425312	0.926632761900495	0.993468984354646	0.753204719989853
1974	FEM1C	up	0	0	0	11	0	0	0	7797	0.981141651569313	0.981141651569313	1	0.994324951542762	0.999634077367791	0.928721313574718
1974	FEM1C	down	0	0	0	11	0	0	0	7797	0.892294679856949	0.892294679856949	1	0.993763403523566	0.999597656622656	0.928721313574718
1976	LECT2	up	1	0	1	8	2	1	1	7800	0.00303036762189793	0.0696396745324033	0.00407379004232596	0.351136361873776	0.994869151828981	0.219082099178554
1976	LECT2	down	0	1	-1	8	2	1	1	7800	0.930376189398374	0.997861781582374	0.00407379004232596	0.994017148287851	0.999640206545983	0.219082099178554
1977	IL9	up	1	0	1	45	1	0	0	7763	0.3542889091921	0.3542889091921	0.431153515876805	0.984440174547868	0.998987296432772	0.84888983600437
1977	IL9	down	0	1	-1	45	1	0	0	7763	0.924867868064498	0.924867868064498	0.431153515876805	0.993981730109814	0.999611821369525	0.84888983600437
1980	FGF18	up	2	1	1	25	3	2	0	7783	0.22656678223944	0.207845476651392	0.00350605524036273	0.975880226191868	0.998274998216712	0.205346524941123
1980	FGF18	down	1	2	-1	25	3	2	0	7783	0.977510868123056	0.976981520605333	0.00350605524036273	0.994303992689862	0.99963251978801	0.205346524941123
1981	KCNMB1	up	0	0	0	9	0	0	0	7799	0.960296838257458	0.960296838257458	1	0.994202479509775	0.999626137388213	0.928721313574718
1981	KCNMB1	down	0	0	0	9	0	0	0	7799	0.935765628144813	0.935765628144813	1	0.994051400886977	0.999616340294423	0.928721313574718
1982	MYLK4	up	0	0	0	43	0	0	0	7765	0.888414058091656	0.888414058091656	1	0.993736332498148	0.999595899883764	0.928721313574718
1982	MYLK4	down	0	0	0	43	0	0	0	7765	0.731812411616063	0.731812411616063	1	0.992406139397348	0.999509468306015	0.928721313574718
1983	LRRTM2	up	2	0	2	32	2	1	0	7776	0.0423504144056282	0.0395642809228465	0.0595419638724091	0.883216269178578	0.991003946315633	0.547457482977766
1983	LRRTM2	down	0	2	-2	32	2	1	0	7776	0.996183863434421	0.996139157692248	0.0595419638724091	0.994410164831697	0.999639584579249	0.547457482977766
1984	SCUBE3	up	0	0	0	8	0	4	0	7800	0.992932767920086	0.992571319363035	1	0.994391965036795	0.999638289519839	0.928721313574718
1984	SCUBE3	down	0	0	0	8	0	4	0	7800	0.960834126031361	0.958857202461864	1	0.994205702634271	0.999625576278099	0.928721313574718
1985	NFKBIE	up	0	0	0	12	0	0	0	7796	0.97965810926104	0.97965810926104	0.999999999993848	0.994316406394978	0.999633523437031	0.928721313574311
1985	NFKBIE	down	0	0	0	12	0	0	0	7796	0.883305656696484	0.883305656696484	0.999999999993848	0.993700336175521	0.999593563810658	0.928721313574311
1987	SHPRH	up	0	0	0	40	0	0	0	7768	0.944333378953841	0.944333378953841	1	0.994105053202416	0.999619819840032	0.928721313574718
1987	SHPRH	down	0	0	0	40	0	0	0	7768	0.683076415999254	0.683076415999254	1	0.991868739752281	0.99947448834366	0.928721313574718
1988	GNA12	up	6	0	6	363	7	44	1	7445	0.0616944529523697	0.0744862340777802	0.164313591882171	0.916786280049821	0.995201396233493	0.681621333022591
1988	GNA12	down	0	6	-6	363	7	44	1	7445	0.944445116942623	0.970147516462785	0.164313591882171	0.994105746526998	0.9996299321074	0.681621333022591
1989	RBAK	up	0	0	0	6	0	1	0	7802	0.990936532237207	0.990822929035505	1	0.99438073116696	0.999637651482574	0.928721313574718
1989	RBAK	down	0	0	0	6	0	1	0	7802	0.949573245062912	0.948951987495868	1	0.994137391564473	0.999621669500548	0.928721313574718
1990	EGFR	up	2	2	0	290	5	47	1	7518	0.874095664110771	0.941905180170547	0.292071803816312	0.993634381695687	0.999618840122379	0.79190648664898
1990	EGFR	down	2	2	0	290	5	47	1	7518	0.149099581791848	0.194896258413802	0.292071803816312	0.963802018358994	0.998160597164524	0.79190648664898
1991	IGFBP1	up	0	0	0	18	0	8	0	7790	0.984284924977905	0.982645214143502	1	0.994342972053997	0.999634637067822	0.928721313574718
1991	IGFBP1	down	0	0	0	18	0	8	0	7790	0.910301389440193	0.901315292350741	1	0.99388601563735	0.999601681782417	0.928721313574718
1992	ASB15	up	0	0	0	10	0	0	0	7798	0.982661173378084	0.982661173378084	0.999999999996135	0.994333677334917	0.999634642999451	0.928721313574462
1992	ASB15	down	0	0	0	10	0	0	0	7798	0.901410094839176	0.901410094839176	0.999999999996135	0.993826081080816	0.999601723657385	0.928721313574462
1993	STRA8	up	0	0	0	5	0	1	0	7803	0.99266608308861	0.992574075477106	0.999999999994824	0.994390466860932	0.999638290523849	0.928721313574375
1993	STRA8	down	0	0	0	5	0	1	0	7803	0.959375787231273	0.958872675435107	0.999999999994824	0.994196945885675	0.999625582317774	0.928721313574375
1994	EPHA1	up	0	0	0	68	1	26	1	7740	0.461406817432026	0.9072209554918	0.574187998612093	0.988009151673387	0.999604273656339	0.882094209232882
1994	EPHA1	down	0	0	0	68	1	26	1	7740	0.276245970963169	0.717855545263335	0.574187998612093	0.98013166756405	0.999499935940125	0.882094209232882
1995	CCNB3	up	2	1	1	69	3	11	0	7739	0.285294449687287	0.213058800152301	0.0540855131122003	0.980749686586676	0.998317136153975	0.540612685192873
1995	CCNB3	down	1	2	-1	69	3	11	0	7739	0.970704457897847	0.966850499036227	0.0540855131122003	0.994264282361997	0.999628670622584	0.540612685192873
1996	CDK16	up	2	3	-1	145	6	18	1	7663	0.573728740089354	0.801831270871122	0.00915687405452189	0.990333972620665	0.999552284161956	0.323959334847862
1996	CDK16	down	3	2	1	145	6	18	1	7663	0.265496774762576	0.484509407351162	0.00915687405452189	0.979343872294705	0.999259276869736	0.323959334847862
1997	RAB41	up	1	0	1	7	1	0	0	7801	0.0704639904962659	0.0704639904962659	0.0838183533170309	0.926380145710946	0.994928870161511	0.569299912428744
1997	RAB41	down	0	1	-1	7	1	0	0	7801	0.997809812248834	0.997809812248834	0.0838183533170309	0.994419222733578	0.999640187813457	0.569299912428744
1998	TAF1	up	1	2	-1	777	3	34	0	7031	0.999000503112065	0.998618467398532	0.997476768202995	0.9944258372851	0.999640479075214	0.928553888246159
1998	TAF1	down	2	1	1	777	3	34	0	7031	0.0107034340984304	0.0049371816049112	0.997476768202995	0.656521912629018	0.932188322572764	0.928553888246159
1999	ZNF711	up	0	0	0	6	0	1	0	7802	0.990936532237207	0.990822929035505	1	0.99438073116696	0.999637651482574	0.928721313574718
1999	ZNF711	down	0	0	0	6	0	1	0	7802	0.949573245062912	0.948951987495868	1	0.994137391564473	0.999621669500548	0.928721313574718
2001	UPF3B	up	1	0	1	24	1	0	0	7784	0.215424122481751	0.215424122481751	0.25952899380613	0.974664256340421	0.998335582974828	0.771768558270358
2001	UPF3B	down	0	1	-1	24	1	0	0	7784	0.975110851061759	0.975110851061759	0.25952899380613	0.99429005329333	0.99963181506717	0.771768558270358
2004	MFHAS1	up	2	0	2	28	2	0	0	7780	0.0329656194166826	0.0329656194166826	0.0468395122347438	0.854797254691359	0.989222631449492	0.529438277918364
2004	MFHAS1	down	0	2	-2	28	2	0	0	7780	0.997108223740179	0.997108223740179	0.0468395122347438	0.994415317898786	0.999639934732403	0.529438277918364
2007	GNRH1	up	0	0	0	16	1	5	1	7792	0.160739132745203	0.982378576281545	0.181440410441898	0.966334968586709	0.999634537937008	0.702740742489231
2007	GNRH1	down	0	0	0	16	1	5	1	7792	0.0720144977251947	0.892097655979065	0.181440410441898	0.927850855507991	0.999597567799027	0.702740742489231
2008	DOK2	up	0	0	0	14	0	0	0	7794	0.9540411277751	0.9540411277751	0.999999999997731	0.994164686614077	0.999623686868964	0.928721313574568
2008	DOK2	down	0	0	0	14	0	0	0	7794	0.890509609113836	0.890509609113836	0.999999999997731	0.993750980078701	0.999596850430519	0.928721313574568
2009	TNFRSF10B	up	1	0	1	19	1	3	0	7789	0.173536171926467	0.143195514164599	0.211635184892366	0.968739916671518	0.997498142246064	0.733864736732936
2009	TNFRSF10B	down	0	1	-1	19	1	3	0	7789	0.989983209428851	0.989617526231823	0.211635184892366	0.994375350423151	0.999637210284384	0.733864736732936
2010	DOCK5	up	0	0	0	7	0	0	0	7801	0.987442852799757	0.987442852799757	1	0.99436096170005	0.999636411592793	0.928721313574718
2010	DOCK5	down	0	0	0	7	0	0	0	7801	0.929536009518298	0.929536009518298	1	0.994011772949261	0.999613770054525	0.928721313574718
2011	STAR	up	1	1	0	18	2	8	0	7790	0.984284924977905	0.982645214143502	0.0205353398134557	0.994342972053997	0.999634637067822	0.442073216203531
