uid	name	regulation	correct.pred	incorrect.pred	score	total.reachable	significant.reachable	total.ambiguous	significant.ambiguous	unknow	quaternary.pval	ternary.pval	enrichment.pval	quaternary.qval	ternary.qval	enrichment.qval
20	ITGA3	down	1	0	1	61	1	0	0	7747	0.0607928863675615	0.0607928863675615	0.534909274639944	0.915656295602748	0.99412687852005	0.874522682567068
21	LRRC23	up	2	0	2	30	2	2	0	7778	0.0382735640400824	0.0329806750762145	0.0530534098561131	0.87236436061155	0.989227498312915	0.53918159158199
21	LRRC23	down	0	2	-2	30	2	2	0	7778	0.997173317223916	0.997106172508128	0.0530534098561131	0.994415680419884	0.999639933991948	0.53918159158199
22	CRY1	up	0	0	0	18	0	7	0	7790	0.95382765544644	0.949705014544117	1	0.99416338825856	0.999621969367766	0.928721313574718
22	CRY1	down	0	0	0	18	0	7	0	7790	0.93147912877477	0.925438125777834	1	0.994024190088168	0.999612060473552	0.928721313574718
23	CAMK1G	up	0	0	0	25	0	0	0	7783	0.963343675176245	0.963343675176245	1	0.994220709777915	0.99962731938994	0.928721313574718
23	CAMK1G	down	0	0	0	25	0	0	0	7783	0.7770537821561	0.7770537821561	1	0.992845103284738	0.999538014687372	0.928721313574718
24	CD9	up	0	0	0	5	0	1	0	7803	0.99266608308861	0.992574075477106	0.999999999994824	0.994390466860932	0.999638290523849	0.928721313574375
24	CD9	down	0	0	0	5	0	1	0	7803	0.959375787231273	0.958872675435107	0.999999999994824	0.994196945885675	0.999625582317774	0.928721313574375
25	CD74	up	0	0	0	9	0	1	0	7799	0.985984561331029	0.985809364293169	1	0.994352668546468	0.999635809345334	0.928721313574718
25	CD74	down	0	0	0	9	0	1	0	7799	0.920977214369298	0.920018847189358	1	0.993956459675211	0.999609776246454	0.928721313574718
26	DYRK4	up	2	0	2	99	2	0	0	7709	0.244607477570708	0.244607477570708	0.349163088431032	0.977619334203613	0.998533868238733	0.819800314227948
26	DYRK4	down	0	2	-2	99	2	0	0	7709	0.925864746206194	0.925864746206194	0.349163088431032	0.993988171022345	0.99961223915921	0.819800314227948
30	CD4	up	0	0	0	10	0	3	0	7798	0.987898356226767	0.987438357657877	0.999999999996135	0.994363547111246	0.999636409938222	0.928721313574462
30	CD4	down	0	0	0	10	0	3	0	7798	0.932026914013804	0.929510066134021	0.999999999996135	0.994027681307427	0.999613759278696	0.928721313574462
32	HIVEP2	up	0	0	0	7	0	2	0	7801	0.991047649305581	0.990821807374722	1	0.994381357663999	0.999637651072526	0.928721313574718
32	HIVEP2	down	0	0	0	7	0	2	0	7801	0.950180816507476	0.948945633007456	1	0.994141118312426	0.999621666968067	0.928721313574718
33	PPP5C	up	0	1	-1	212	3	101	2	7596	0.471177077406196	0.751951564141116	0.493129914718741	0.98825487186168	0.999522599705546	0.865323606495963
33	PPP5C	down	1	0	1	212	3	101	2	7596	0.367426767364037	0.573247240969194	0.493129914718741	0.984988185855359	0.999373867931727	0.865323606495963
34	NME1	up	0	0	0	20	0	5	0	7788	0.962793916211434	0.960441666192431	1	0.994217428863822	0.999626193743025	0.928721313574718
34	NME1	down	0	0	0	20	0	5	0	7788	0.880754406894308	0.873557215690454	1	0.993682203451764	0.999589030059655	0.928721313574718
35	MAP4K5	up	0	0	0	13	0	0	0	7795	0.978209843334527	0.978209843334527	0.999999999996926	0.994308039578321	0.999632981057781	0.928721313574514
35	MAP4K5	down	0	0	0	13	0	0	0	7795	0.874440949991128	0.874440949991128	0.999999999996926	0.993636879259699	0.999589445226767	0.928721313574514
36	ERCC1	up	1	0	1	5	1	1	0	7803	0.052948213987196	0.0411273245591016	0.0606066256547754	0.90435533729216	0.99134288143784	0.548667093561493
36	ERCC1	down	0	1	-1	5	1	1	0	7803	0.999365378603111	0.999357449386543	0.0606066256547754	0.994427861111786	0.999640744830016	0.548667093561493
39	RALBP1	up	0	0	0	88	1	81	1	7720	0.659657954644338	0.987310426058463	0.669219160982539	0.991582502424042	0.999636362842858	0.897114582513597
39	RALBP1	down	0	0	0	88	1	81	1	7720	0.616581782022811	0.92966971833296	0.669219160982539	0.990999724685443	0.999613825582208	0.897114582513597
40	SNAI2	up	2	0	2	46	3	20	1	7762	0.012327759333942	0.0230053810235178	0.0191875098055393	0.687642710557362	0.984628268118258	0.433133001402903
40	SNAI2	down	0	2	-2	46	3	20	1	7762	0.981359739384428	0.998332020231614	0.0191875098055393	0.994326205554566	0.999640375956499	0.433133001402903
43	CDH17	up	0	0	0	7	0	1	0	7801	0.989246944329075	0.989112285060652	1	0.994371187738614	0.999637025037702	0.928721313574718
43	CDH17	down	0	0	0	7	0	1	0	7801	0.939907462657735	0.939170987277604	1	0.994077458976573	0.99961773088215	0.928721313574718
44	LRRC7	up	2	0	2	28	2	0	0	7780	0.0329656194166826	0.0329656194166826	0.0468395122347438	0.854797254691359	0.989222631449492	0.529438277918364
44	LRRC7	down	0	2	-2	28	2	0	0	7780	0.997108223740179	0.997108223740179	0.0468395122347438	0.994415317898786	0.999639934732403	0.529438277918364
45	GABARAPL2	up	0	0	0	9	0	0	0	7799	0.984217391496853	0.984217391496853	1	0.994342586084961	0.999635220481403	0.928721313574718
45	GABARAPL2	down	0	0	0	9	0	0	0	7799	0.91065401448312	0.91065401448312	1	0.993888368635997	0.999605764910176	0.928721313574718
46	HOXC8	up	0	0	0	5	1	4	1	7803	0.0586872165044101	0.998077908777716	0.0606066256547754	0.912893685192029	0.999640284428859	0.548667093561493
46	HOXC8	down	0	0	0	5	1	4	1	7803	0.0501138556320331	0.989620707342456	0.0606066256547754	0.89948954238737	0.99963721145014	0.548667093561493
48	RTN4R	up	2	0	2	28	2	0	0	7780	0.0329656194166826	0.0329656194166826	0.0468395122347438	0.854797254691359	0.989222631449492	0.529438277918364
48	RTN4R	down	0	2	-2	28	2	0	0	7780	0.997108223740179	0.997108223740179	0.0468395122347438	0.994415317898786	0.999639934732403	0.529438277918364
49	LCP2	up	0	0	0	30	0	2	0	7778	0.954821649987121	0.953710014145612	1	0.994169428898503	0.999623556267944	0.928721313574718
49	LCP2	down	0	0	0	30	0	2	0	7778	0.768123604635356	0.763018618181628	1	0.992762522743726	0.999529520806808	0.928721313574718
50	DCN	up	2	1	1	46	3	5	0	7762	0.331085164343014	0.292952071373571	0.0191875098055393	0.983367818333791	0.998775521262837	0.433133001402903
50	DCN	down	1	2	-1	46	3	5	0	7762	0.951268019391483	0.948493766380194	0.0191875098055393	0.994147775232955	0.999621486796759	0.433133001402903
52	GUCA1A	up	0	0	0	25	1	19	1	7783	0.257655750887598	0.989081505572078	0.268756343188665	0.978728632895117	0.999637013746289	0.777863889718145
52	GUCA1A	down	0	0	0	25	1	19	1	7783	0.208805355096595	0.93975966067663	0.268756343188665	0.973882132471386	0.999617970247278	0.777863889718145
54	VAMP3	up	0	0	0	27	0	0	0	7781	0.961274517010991	0.961274517010991	1	0.994208341815221	0.99962651748881	0.928721313574718
54	VAMP3	down	0	0	0	27	0	0	0	7781	0.762309293388262	0.762309293388262	1	0.99270772335996	0.999529083234547	0.928721313574718
63	STYK1	up	0	0	0	42	1	22	1	7766	0.320922498717293	0.918434680312211	0.409291600970752	0.98285015905394	0.99960910343007	0.842092964140589
63	STYK1	down	0	0	0	42	1	22	1	7766	0.276062802055728	0.872874938260544	0.409291600970752	0.980118746925505	0.9995887089596	0.842092964140589
64	GNA11	up	5	0	5	334	6	23	1	7474	0.0949804349150239	0.149307923558868	0.234636357866628	0.944324993096851	0.99760031821658	0.753523393399984
